C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_39_840.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_39_840.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_39_840.jpg,0,0,0,1.433857E-05
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_39_907.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_39_907.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_39_907.jpg,0,0,0,5.17603E-06
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_39_975.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_39_975.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_39_975.jpg,0,0,0,1.902434E-05
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_043.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_043.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_043.jpg,0,0,0,3.118586E-06
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_114.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_114.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_114.jpg,0,0,0,1.353936E-05
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_182.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_182.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_182.jpg,0,0,0,7.249735E-07
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_252.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_252.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_252.jpg,0,0,0,7.12053E-06
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_323.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_323.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_323.jpg,0,0,0,3.04713E-05
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_395.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_395.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_395.jpg,0,0.1991811,0,0.120797
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_462.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_462.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_462.jpg,-0.15,0.3851706,0,0.3026758
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_529.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_529.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_529.jpg,-0.3,0.5612215,0,0.6546141
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_601.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_601.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_601.jpg,0,0.8032992,0,1.341869
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_669.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_669.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_669.jpg,0,0.9801483,0,1.990903
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_741.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_741.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_741.jpg,0,1,0,2.949702
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_811.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_811.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_811.jpg,0,1,0,3.660039
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_879.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_879.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_879.jpg,-0.2,1,0,4.592225
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_40_950.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_40_950.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_40_950.jpg,-0.35,1,0,5.276073
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_021.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_021.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_021.jpg,-0.5500001,1,0,6.166158
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_089.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_089.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_089.jpg,0,1,0,6.807814
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_158.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_158.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_158.jpg,0,1,0,7.711126
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_226.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_226.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_226.jpg,0,1,0,8.389915
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_294.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_294.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_294.jpg,0,1,0,9.289249
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_362.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_362.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_362.jpg,-0.1,1,0,9.957
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_429.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_429.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_429.jpg,-0.25,1,0,10.60678
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_496.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_496.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_496.jpg,0,1,0,11.57107
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_564.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_564.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_564.jpg,0,1,0,11.88234
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_631.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_631.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_631.jpg,0,1,0,12.76394
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_699.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_699.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_699.jpg,0,1,0,13.74261
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_770.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_770.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_770.jpg,-0.15,1,0,14.06229
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_840.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_840.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_840.jpg,-0.35,1,0,15.01948
C:\Data Science\Self Driving Car\Data\IMG\center_2023_06_09_11_41_41_906.jpg,C:\Data Science\Self Driving Car\Data\IMG\left_2023_06_09_11_41_41_906.jpg,C:\Data Science\Self Driving Car\Data\IMG\right_2023_06_09_11_41_41_906.jpg,0,1,0,15.75622
